ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
548	0,0,0,2,0	5,9,13,11,4	0,0,0	10,29,17	19	-1
549	2,1,0,1,1	0,0,1,0,0	7,21,11	2,4,0	2	-1
550	0,0,0,0,2	0,0,0,0,0	0,0,0	1,0,0	11	-1
551	1,0,0,0,0	0,0,0,0,0	2,7,2	0,4,2	2	-1
552	0,1,0,0,0	0,0,0,2,1	0,6,0	3,13,6	14	-1
555	1,4,4,1,3	1,4,8,1,1	2,10,2	2,2,2	2	-1
557	16,20,12,17,14	1,1,1,0,1	4,7,2	0,0,0	2	-1
558	1,0,0,1,1	7,13,6,0,12	0,0,0	5,7,7	57	-1
559	0,0,0,0,0	1,3,4,6,2	0,1,0	0,0,1	11	-1
562	1,2,0,4,0	18,10,6,12,2	0,3,0	11,8,4	4	-1
563	8,10,3,11,0	85,85,61,88,28	1,7,1	68,59,65	32	-1
564	25,18,9,19,2	85,85,61,88,28	12,12,5	68,59,65	27	-1
565	1,0,2,5,0	7,4,9,2,2	0,0,0	3,2,5	6	-1
566	1,0,2,5,0	177,165,116,146,63	0,0,0	123,66,97	46	-1
567	7,4,9,2,2	177,165,116,146,63	3,2,5	123,66,97	39	-1
568	0,0,0,0,1	0,0,0,0,0	3,7,1	2,0,0	78	-1
571	8,5,3,6,6	81,92,111,80,112	8,0,9	89,87,149	298	-1
576	101,111,88,96,112	1122,1170,1220,1215,1282	72,78,97	1134,1252,1043	34	-1
577	3,2,2,7,0	0,0,1,0,1	4,1,3	1,0,2	64	-1
578	10,10,10,21,11	0,1,0,0,0	27,26,11	0,0,0	159	-1
590	1,2,2,0,8	52,47,49,58,45	0,3,6	22,20,31	188	-1
591	0,3,0,1,0	71,60,89,95,107	2,3,1	89,110,134	47	-1
594	2,7,10,4,7	0,0,0,0,0	6,14,11	1,0,0	25	-1
595	2,10,9,7,1	1,0,0,0,0	10,19,7	0,0,1	328	-1
596	0,0,0,2,2	3,1,3,1,0	1,1,1	8,6,7	17	-1
598	2,13,9,8,0	0,2,0,0,0	2,17,14	0,0,0	6	-1
602	13,6,10,6,11	0,0,0,0,0	9,73,21	3,1,0	4	-1
604	5,2,1,1,4	0,0,0,0,0	17,24,8	0,1,0	4229	-1
609	0,1,1,1,0	7,7,7,6,4	0,0,0	2,6,2	37	-1
610	0,0,0,1,0	0,0,0,0,0	0,0,0	1,0,0	37	-1
611	4,3,0,5,0	0,0,0,0,0	0,2,3	0,2,0	68	-1
612	4,3,0,4,0	0,0,0,0,0	1,2,3	0,2,0	30	-1
613	9,8,1,5,0	38,15,3,17,0	17,16,7	20,44,18	2	-1
615	1,8,2,13,11	1,3,3,3,4	8,8,4	0,3,1	11	-1
617	7,5,2,10,3	0,0,0,0,0	21,82,25	3,0,0	17	-1
618	19,21,7,21,4	0,0,1,0,0	55,99,56	0,0,0	6	-1
619	125,143,124,126,165	0,0,3,0,0	25,27,40	0,0,0	8	-1
620	1,1,0,0,0	78,79,59,67,76	0,0,0	28,33,20	12	-1
621	110,163,160,188,123	0,0,0,1,0	84,76,102	1,0,1	71	-1
624	26,23,38,27,16	30,28,39,61,22	8,2,16	17,9,14	18	-1
625	3,6,4,2,3	7,3,1,7,6	3,6,2	6,1,3	2	-1
626	5,2,4,3,4	0,1,0,0,0	5,0,0	0,0,0	39	-1
632	4,6,2,9,7	16,21,11,23,18	1,3,5	20,18,15	32	-1
634	0,1,2,1,2	1,1,0,0,0	1,6,0	0,2,0	4	-1
635	8,0,3,3,3	3,0,2,3,5	5,15,11	5,14,3	17	-1
636	29,48,55,48,49	0,0,0,0,0	26,31,30	0,1,1	2	-1
643	40,55,33,46,37	0,0,0,0,1	36,69,43	0,1,1	50	-1
646	65,74,66,71,63	3,3,3,1,1	55,43,64	2,2,1	41	-1
