ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
10985	2,2,2,0,0	2,3,1,6,2	8,9,12,25,9	8,18,19,11,12	222	-1
10986	9,1,7,5,8	0,0,0,1,0	74,66,108,90,41	0,0,0,0,0	1048	-1
10987	11,3,8,5,8	2,3,1,6,2	82,75,120,113,49	8,18,19,11,12	1048	-1
10988	0,1,0,0,0	11,8,6,9,5	1,4,10,2,5	80,68,129,112,50	110	-1
10990	0,0,2,0,0	16,14,8,8,6	5,6,5,7,4	107,53,120,118,61	53	-1
10992	18,14,9,9,7	0,0,0,0,0	117,71,150,139,72	1,0,0,0,0	153	-1
10993	7,1,4,1,4	4,3,2,5,1	12,3,20,28,7	62,52,81,88,40	35	-1
10994	2,3,3,2,1	2,0,1,1,1	12,6,7,12,4	10,18,30,21,11	35	-1
10995	8,12,5,11,3	0,0,0,0,0	104,68,135,110,50	1,0,0,0,0	94	-1
10996	12,15,7,16,4	2,0,1,1,1	166,120,216,198,90	10,18,30,21,11	94	-1
10997	4,3,2,5,1	0,0,0,0,0	62,52,81,89,40	0,0,0,1,0	94	-1
10998	13,13,7,11,6	0,2,1,1,0	112,69,152,133,56	8,4,4,4,4	94	-1
11000	9,8,17,7,10	0,0,0,0,0	113,54,130,123,73	0,0,0,1,0	74	-1
11001	15,20,21,14,12	0,0,0,0,0	205,102,229,207,109	0,0,0,1,0	74	-1
11002	1,7,5,11,13	1,2,0,6,1	15,16,12,23,9	9,10,6,5,5	61	-1
11003	68,51,50,54,63	0,0,0,1,0	112,62,61,94,69	0,0,0,2,0	47	-1
11004	77,69,60,91,76	0,0,0,0,0	169,71,93,129,104	1,0,0,0,0	74	-1
11009	1,0,0,0,0	0,0,0,0,0	5,0,0,0,0	0,0,1,0,0	230	-1
11011	3,3,0,6,5	0,0,0,0,0	19,11,10,20,13	0,1,0,0,1	207	-1
11012	3,3,1,7,7	0,0,0,0,0	24,14,13,22,13	0,1,0,0,1	264	-1
11014	5,4,9,1,0	0,0,0,0,0	18,9,33,26,14	1,0,0,0,0	237	-1
11015	8,8,11,5,9	0,0,0,0,0	33,20,41,41,31	1,0,0,0,0	519	-1
11016	4,7,2,4,9	0,2,0,0,0	16,14,16,16,19	0,3,6,1,2	138	-1
11017	10,10,8,8,13	0,2,0,0,0	33,38,41,36,27	0,3,6,1,2	47	-1
11019	6,4,5,4,4	0,0,0,0,0	13,22,24,17,8	0,0,0,2,0	47	-1
11020	15,4,3,4,2	0,0,0,1,0	20,3,18,10,4	0,0,0,1,0	92	-1
11021	17,7,5,10,3	0,2,1,0,2	23,8,29,23,10	4,4,3,1,0	92	-1
11022	0,0,0,1,0	0,2,1,0,2	0,0,0,2,0	4,4,3,1,0	62	-1
11023	1,0,0,0,0	3,3,2,7,1	2,0,0,1,0	5,5,11,14,6	62	-1
11024	0,1,0,0,0	8,5,4,6,4	0,0,0,0,0	11,7,10,18,11	123	-1
11025	13,14,16,13,10	8,6,8,10,4	26,23,29,46,29	8,14,18,5,7	182	-1
11026	8,5,4,6,4	8,6,8,10,4	11,7,10,18,11	8,14,18,5,7	941	-1
11027	0,0,1,0,0	0,1,0,3,1	2,2,1,0,2	11,8,22,12,13	82	-1
11028	0,0,1,0,0	0,0,2,2,0	2,2,0,0,1	1,1,2,1,1	82	-1
11029	12,17,22,21,9	0,0,0,0,0	35,33,47,58,40	0,0,0,1,0	59	-1
11030	20,17,23,38,19	0,0,0,0,1	66,45,56,89,45	0,0,0,1,0	152	-1
11032	17,14,8,12,8	0,0,0,0,0	72,60,115,131,65	0,4,0,0,0	119	-1
11033	12,4,12,3,9	0,0,0,0,0	56,65,76,47,37	1,0,2,0,2	146	-1
11034	12,6,11,21,4	0,0,0,2,0	59,56,107,69,46	1,0,1,1,0	97	-1
11035	39,36,30,24,17	0,0,0,3,0	115,86,170,127,107	0,0,0,0,0	127	-1
11036	0,1,0,0,0	0,0,1,1,0	0,1,3,0,0	2,3,5,5,3	49	-1
11037	0,1,0,0,0	0,0,0,0,0	0,1,3,0,0	4,5,3,0,0	49	-1
11038	0,1,0,0,0	0,0,0,0,0	0,1,4,0,0	4,4,7,5,2	49	-1
11039	0,1,0,0,0	0,0,1,1,1	0,1,3,0,0	0,6,4,0,0	49	-1
11041	187,146,194,213,174	2,0,0,1,0	180,171,203,191,157	0,0,0,1,1	130	-1
11044	23,35,34,51,35	0,0,0,0,1	42,32,46,36,29	0,0,0,0,0	321	-1
11046	6,4,14,16,4	0,0,0,0,1	14,16,12,7,6	1,0,3,0,0	271	-1
11047	10,13,31,32,12	0,0,0,0,1	32,23,28,25,18	1,0,3,0,0	217	-1
