ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
188	123,129,114,120,108	446,433,340,393,314	383,305,526,385,328	876,736,1170,812,724	-2	-2
189	0,1,1,0,2	446,433,338,391,312	0,0,0,1,0	874,732,1161,804,719	-2	-2
190	0,3,1,2,0	4,10,3,3,3	5,2,0,5,0	16,5,32,10,19	-2	-2
193	67,61,71,61,70	38,41,53,43,50	57,96,101,75,52	60,57,73,56,40	-2	-2
194	2,2,5,0,0	28,20,29,36,27	2,5,0,2,2	49,46,49,39,22	-2	-2
195	2,2,5,0,0	0,0,0,0,0	2,5,0,2,2	0,0,1,0,0	-2	-2
196	10,12,9,12,4	28,20,29,36,27	16,13,10,9,5	49,46,49,39,22	-2	-2
197	10,12,9,12,4	0,0,0,0,0	16,13,10,9,5	0,0,1,0,0	-2	-2
198	117,88,87,73,80	105,131,114,96,110	176,269,246,177,177	227,246,359,230,173	-2	-2
199	117,88,87,73,80	103,130,112,96,110	176,269,246,177,177	224,245,358,224,173	-2	-2
201	8,5,3,4,4	2,3,1,9,7	1,4,2,2,2	4,3,12,10,0	-2	-2
202	2,4,8,3,7	3,4,1,15,12	2,5,7,8,2	4,3,16,14,0	-2	-2
203	0,2,2,3,3	2,1,0,4,5	5,3,5,9,4	10,2,10,15,2	-2	-2
204	1,0,0,2,1	1,0,1,1,0	0,3,7,1,1	0,1,5,1,0	-2	-2
205	44,66,75,79,12	41,66,62,61,12	58,13,62,31,40	30,6,51,22,25	-2	-2
206	43,66,75,79,12	76,92,103,135,34	55,12,62,31,40	42,18,39,31,34	-2	-2
207	0,1,0,2,2	63,113,112,123,14	0,0,0,0,0	49,10,103,25,45	-2	-2
208	0,0,0,0,0	0,0,1,0,0	1,2,0,1,0	1,1,5,11,0	-2	-2
209	37,21,34,41,24	22,11,27,32,8	26,27,22,13,12	19,4,9,10,2	-2	-2
210	0,0,0,1,0	22,11,27,31,9	0,0,0,0,0	19,4,7,10,2	-2	-2
211	0,0,0,1,0	3,9,3,3,2	0,0,0,0,0	11,2,3,3,2	-2	-2
212	0,0,0,0,0	3,9,8,6,3	0,0,2,0,0	13,4,3,5,2	-2	-2
213	15,15,12,15,8	0,0,5,3,1	7,19,10,9,3	3,2,1,2,0	-2	-2
214	5,4,0,3,1	1,0,5,2,1	3,0,4,9,10	5,2,6,4,4	-2	-2
215	2,0,1,5,1	53,60,37,52,47	8,4,7,1,1	178,146,173,148,136	-2	-2
216	14,16,8,27,7	12,4,4,11,9	87,36,92,78,47	29,30,30,20,20	-2	-2
218	3,0,0,0,0	0,1,0,0,0	4,3,4,0,1	3,2,4,5,6	-2	-2
219	9,9,15,21,11	17,18,29,18,11	24,16,27,22,13	36,32,41,32,32	-2	-2
220	5,0,2,5,5	13,21,16,12,11	1,5,3,1,2	14,11,6,16,7	-2	-2
221	18,29,23,29,34	36,41,51,39,43	23,24,27,20,15	34,32,44,40,33	-2	-2
222	5,5,5,5,7	16,16,3,25,10	2,12,21,8,7	145,145,211,155,75	-2	-2
224	2,3,0,2,2	11,17,20,17,6	1,4,8,7,0	82,51,59,60,51	-2	-2
225	0,0,2,2,5	2468,2675,3157,3045,3510	1,1,0,0,2	1566,1697,1544,1497,1152	-2	-2
226	0,0,1,1,1	2468,2675,3157,3045,3510	0,1,0,0,1	1566,1697,1544,1497,1152	-2	-2
227	22,26,41,31,28	15,16,15,14,8	22,20,43,30,33	11,11,17,18,12	-2	-2
228	2,2,4,2,2	20,15,26,22,14	11,6,3,10,8	30,28,53,50,25	-2	-2
229	41,37,23,26,28	23,26,46,25,38	126,123,194,149,114	105,66,120,73,87	-2	-2
230	5,8,7,6,5	23,9,13,22,23	19,15,13,12,12	40,36,62,35,23	-2	-2
231	10,11,21,13,4	19,26,27,14,12	16,6,12,41,23	16,14,23,37,46	-2	-2
232	1,0,2,1,0	12,20,13,13,11	1,0,0,0,0	20,16,27,13,20	-2	-2
233	8,6,5,13,10	5,3,3,8,1	14,8,20,6,16	5,10,3,4,3	-2	-2
234	8,6,5,13,10	4,6,6,5,6	14,8,20,6,16	15,15,11,11,4	-2	-2
235	130,111,104,125,106	115,118,126,140,129	745,566,934,765,534	548,473,853,579,433	-2	-2
236	1,0,2,0,0	0,1,0,3,1	15,7,21,22,13	27,15,19,26,19	-2	-2
237	6,2,2,1,4	2,4,0,0,1	22,11,9,14,11	17,11,13,16,9	-2	-2
238	0,0,0,0,0	1,1,1,1,0	1,0,0,0,0	17,4,14,17,11	-2	-2
239	1,1,1,3,1	1,1,2,1,0	13,8,15,18,7	16,4,14,17,11	-2	-2
240	18,20,3,7,5	4,6,2,7,3	97,97,121,97,58	82,65,70,58,35	-2	-2
241	22,24,22,14,21	33,27,9,32,29	69,61,107,94,67	84,36,67,68,49	-2	-2
242	6,2,1,5,4	3,2,4,1,2	31,28,74,75,33	54,18,67,49,12	-2	-2
243	5,19,9,23,5	11,5,6,11,9	19,11,29,17,9	26,17,41,20,17	-2	-2
244	1,0,2,2,0	20,15,15,24,18	1,1,2,5,1	48,36,77,34,37	-2	-2
245	616,689,889,699,936	749,868,986,907,1046	329,566,449,377,319	310,437,387,322,318	-2	-2
247	11,10,17,27,26	24,24,11,19,10	40,15,23,25,30	26,23,20,13,6	-2	-2
251	0,1,1,2,0	36,35,41,39,32	1,4,2,0,1	137,153,162,141,134	-2	-2
252	11,8,1,3,8	44,48,38,38,27	15,21,22,31,27	165,168,153,186,139	-2	-2
253	0,1,1,0,0	43,48,36,38,27	1,4,3,0,1	165,162,151,181,138	-2	-2
254	5,7,8,10,4	44,48,38,38,27	15,15,15,26,14	165,168,153,186,139	-2	-2
255	5,3,12,4,4	43,48,39,38,27	8,17,32,13,6	164,162,151,181,139	-2	-2
256	13,7,10,20,8	30,30,33,28,21	29,20,16,36,16	123,92,123,130,77	-2	-2
257	23,32,39,33,16	0,0,0,1,0	32,32,52,32,30	0,0,0,0,0	-2	-2
259	3,5,2,8,5	2,12,6,2,5	14,28,27,28,15	20,29,23,40,13	-2	-2
260	80,113,149,102,76	58,82,103,60,38	142,113,191,151,159	87,74,110,92,99	-2	-2
261	38,55,74,44,31	15,25,38,19,12	140,118,194,135,173	34,29,63,52,56	-2	-2
262	13,25,46,36,30	90,181,204,169,141	87,97,171,105,106	483,399,789,577,636	-2	-2
263	0,0,0,0,0	0,0,0,1,0	0,0,1,0,0	0,1,1,2,0	-2	-2
264	191,162,142,150,104	182,172,178,150,137	1027,1163,1280,798,1102	904,861,1129,766,924	-2	-2
265	5,6,4,9,6	223,187,238,178,185	2,0,3,5,5	118,63,86,88,76	-2	-2
269	2,2,5,7,3	7,9,13,11,14	35,14,48,40,17	30,37,49,55,27	-2	-2
271	4,2,3,5,6	1,6,5,5,0	33,17,24,22,16	36,14,36,16,23	-2	-2
272	3,0,1,1,4	1,1,4,3,2	18,7,17,11,9	12,12,7,10,14	-2	-2
273	0,0,0,0,0	10,6,13,5,10	0,0,1,0,0	12,11,32,25,20	-2	-2
274	1,1,2,2,0	4,0,2,1,0	23,17,37,7,5	12,5,21,4,0	-2	-2
276	1,1,2,2,0	1,2,1,4,4	20,16,38,8,4	14,9,42,8,6	-2	-2
278	4,0,2,0,0	1,2,1,4,4	2,0,23,2,0	17,12,42,8,7	-2	-2
279	2,0,2,2,0	15,15,18,12,17	5,7,6,1,4	35,19,48,33,25	-2	-2
280	0,1,2,0,0	22,23,25,22,27	1,1,3,4,1	58,37,73,67,37	-2	-2
281	2,0,0,0,0	1,4,6,3,2	6,1,2,1,1	5,11,13,10,4	-2	-2
282	19,20,30,17,27	11,16,15,26,14	39,51,57,21,28	24,29,32,24,10	-2	-2
283	1,0,1,0,0	38,27,40,53,42	2,3,0,0,0	71,46,78,59,53	-2	-2
284	17,17,19,30,14	31,50,67,70,55	33,33,41,26,15	76,49,82,41,39	-2	-2
285	188,160,172,157,101	297,325,365,300,204	225,186,271,198,194	244,118,245,231,177	-2	-2
286	0,2,0,3,0	0,0,1,1,2	2,0,1,0,0	1,4,5,3,0	-2	-2
287	1,3,0,1,0	3,1,2,3,1	4,1,2,13,0	4,4,5,2,6	-2	-2
288	177,179,148,194,199	231,226,229,267,247	390,410,368,337,244	345,313,346,321,284	-2	-2
289	7,3,6,6,16	144,158,131,135,130	8,13,7,11,6	193,128,130,144,143	-2	-2
290	13,5,7,8,0	8,24,20,27,16	11,18,14,16,8	23,30,30,27,24	-2	-2
291	2,0,2,3,0	2,1,4,2,0	5,0,3,9,4	3,1,8,7,7	-2	-2
292	2,2,1,2,0	0,3,1,1,0	9,2,6,13,5	3,1,3,4,1	-2	-2
293	0,1,1,0,2	272,273,293,290,295	0,0,0,0,0	184,117,165,123,123	-2	-2
294	24,32,33,27,40	329,358,411,267,384	37,97,47,43,24	278,513,550,356,305	-2	-2
295	252,275,315,166,305	458,611,759,411,641	276,709,484,364,295	440,818,800,554,503	-2	-2
296	0,0,1,0,2	458,611,759,411,641	0,4,0,2,1	440,818,800,554,503	-2	-2
308	16,6,13,11,7	7,0,3,2,5	117,172,159,76,69	68,63,107,61,49	-2	-2
309	6,6,2,4,3	12,2,9,6,13	52,56,91,56,26	143,143,171,106,76	-2	-2
310	1,1,0,0,0	3,4,4,9,11	0,0,1,0,1	11,6,3,2,5	-2	-2
311	267,377,431,347,310	3,4,4,8,11	431,485,616,465,458	14,6,3,2,5	-2	-2
312	10,7,13,17,16	31,33,29,35,35	26,16,36,36,18	33,39,26,50,37	-2	-2
313	37,17,17,36,14	26,36,51,57,31	32,46,30,33,23	44,52,42,50,48	-2	-2
314	17,26,18,24,23	38,44,35,24,33	23,24,25,52,15	30,57,53,51,43	-2	-2
315	9,9,10,15,3	0,0,1,0,1	32,19,18,18,6	0,1,2,2,0	-2	-2
316	78,71,94,102,90	86,91,88,108,113	99,82,82,90,69	52,46,74,48,48	-2	-2
317	1,0,0,1,0	1,1,0,0,1	18,25,32,12,17	17,23,20,28,12	-2	-2
318	55,82,59,49,75	159,190,213,183,195	108,65,84,82,65	166,141,248,128,156	-2	-2
319	47,50,48,65,44	102,94,117,98,63	157,121,219,147,143	116,65,141,111,140	-2	-2
320	88,107,127,89,75	20,15,15,20,4	53,32,64,49,38	64,12,69,48,40	-2	-2
321	39,20,11,19,13	81,62,51,74,28	26,17,21,44,23	54,36,79,45,27	-2	-2
322	0,2,0,0,0	0,0,0,0,0	6,10,2,2,2	18,3,15,12,5	-2	-2
