ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
510	6,2,3,11,2	1,0,0,1,1	4,3,0	1,1,2	-2	-1
511	0,0,0,1,0	98,75,80,59,55	0,1,1	37,27,31	-2	-1
512	3,2,1,0,0	12,9,9,9,7	0,1,0	11,11,3	-2	-1
514	123,128,115,147,87	0,2,0,4,1	69,76,45	2,2,0	-2	-1
517	0,0,2,0,0	2,1,1,3,4	1,0,0	1,3,5	-2	-1
519	14,10,8,18,15	0,0,0,0,0	13,5,9	0,1,1	-2	-1
521	3,9,7,3,2	4,0,4,5,1	4,2,4	1,0,1	-2	-1
522	85,89,102,104,64	8,0,0,1,0	62,64,60	0,0,0	-2	-1
532	188,176,234,209,124	2,9,5,5,2	180,129,141	4,3,3	-2	-1
533	246,245,298,203,170	0,0,3,0,0	118,175,163	0,0,0	-2	-1
534	2,6,6,3,7	36,50,42,31,15	1,4,3	19,21,23	-2	-1
535	34,28,33,28,23	2,2,4,5,3	11,7,16	0,0,2	-2	-1
537	4,1,2,2,2	3,7,3,9,5	2,1,1	1,5,11	-2	-1
541	26,32,43,41,15	0,5,1,3,0	27,36,37	5,2,0	-2	-1
545	2,0,7,4,0	11,1,27,34,9	0,1,0	0,2,1	-2	-1
547	21,4,10,19,9	0,0,0,0,0	34,44,44	1,0,0	-2	-1
549	1,0,0,1,0	12,8,7,9,7	0,1,0	6,1,4	-2	-1
550	9,7,10,11,5	0,0,0,1,0	5,5,8	0,0,0	-2	-1
551	0,0,0,2,0	4,11,6,14,6	1,0,0	2,2,5	-2	-1
552	0,0,2,0,1	21,9,15,33,12	3,0,0	2,16,10	-2	-1
553	1,2,5,5,1	39,16,27,28,20	3,2,4	23,25,16	-2	-1
557	2,3,1,2,1	8,0,3,3,4	0,1,2	6,0,5	-2	-1
563	8,8,4,3,4	144,264,158,187,117	3,12,3	116,276,251	-2	-1
564	0,1,0,0,0	1,1,1,0,0	1,1,0	0,1,0	-2	-1
568	0,0,0,0,0	8,5,14,8,10	0,0,1	9,10,4	-2	-1
569	6,5,3,4,7	20,35,18,15,12	4,2,8	16,12,26	-2	-1
571	1,0,2,0,2	0,0,0,0,0	4,6,2	1,0,0	-2	-1
576	0,0,1,0,1	43,19,32,39,16	0,0,0	16,12,8	-2	-1
577	11,2,11,16,89	0,0,0,1,0	1,9,3	0,0,0	-2	-1
578	14,7,17,11,8	0,0,4,2,1	3,4,9	0,0,0	-2	-1
580	2,2,2,2,0	14,7,16,14,13	0,1,0	19,9,10	-2	-1
581	2,0,0,0,0	0,0,0,0,0	0,1,0	0,1,0	-2	-1
584	20,12,22,26,11	1,0,3,2,1	14,22,15	0,0,1	-2	-1
585	2,0,0,0,0	1,0,0,0,0	2,0,0	0,0,0	-2	-1
586	0,0,1,0,0	0,0,0,2,0	1,0,0	0,1,0	-2	-1
587	1,0,1,0,0	75,34,42,52,59	0,0,0	36,20,12	-2	-1
592	18,30,25,21,23	18,17,33,13,12	15,11,12	6,7,6	-2	-1
593	32,46,95,63,39	61,33,53,66,33	18,22,11	36,25,9	-2	-1
594	1,0,0,0,0	12,27,20,26,13	0,0,0	11,63,47	-2	-1
595	0,0,2,0,0	9,10,15,13,9	3,0,2	12,23,32	-2	-1
597	70,52,87,71,56	1,0,0,2,0	26,45,30	0,0,0	-2	-1
600	2,0,1,1,1	39,49,56,32,27	0,3,2	16,22,21	-2	-1
602	7,4,7,7,7	0,1,0,0,0	8,13,12	0,1,0	-2	-1
603	54,61,75,46,55	0,1,0,0,0	51,47,55	0,0,0	-2	-1
605	8,3,7,6,7	2,0,0,0,0	2,8,8	0,0,0	-2	-1
606	2,0,1,0,0	9,14,12,20,10	0,0,0	5,11,10	-2	-1
607	0,0,1,0,0	4,2,4,1,1	0,2,0	1,7,7	-2	-1
609	204,197,252,134,144	257,215,268,186,211	127,74,88	129,116,114	-2	-1
611	1,0,0,1,3	1,0,1,0,0	0,0,0	0,0,2	-2	-1
612	1,0,0,1,3	1,0,1,1,1	0,0,0	1,2,0	-2	-1
613	0,0,0,1,0	1,0,1,0,0	0,0,0	0,0,2	-2	-1
614	0,0,0,1,0	1,0,1,1,1	0,0,0	1,2,0	-2	-1
615	1,0,1,0,0	1,0,1,1,1	0,0,2	1,2,0	-2	-1
617	0,0,2,1,0	1,5,1,3,5	0,0,0	0,8,9	-2	-1
619	4,13,1,2,4	3,5,1,3,4	2,6,1	1,3,0	-2	-1
620	0,0,1,0,0	0,0,1,1,0	0,0,0	1,0,3	-2	-1
621	1,0,0,0,1	21,13,28,14,10	0,3,0	9,34,19	-2	-1
622	0,0,1,0,0	3,8,9,2,1	1,0,0	0,3,5	-2	-1
624	5,1,4,1,1	18,5,16,14,8	1,2,3	6,5,1	-2	-1
625	8,2,5,4,1	0,0,1,0,0	3,3,0	0,0,0	-2	-1
626	39,54,51,39,36	0,0,0,0,1	22,20,17	0,1,2	-2	-1
628	4,3,2,7,3	5,5,1,1,3	3,3,0	2,0,5	-2	-1
629	2,3,14,17,4	14,13,34,24,25	2,1,0	13,4,5	-2	-1
633	0,3,0,0,0	256,348,421,239,206	0,0,0	23,33,18	-2	-1
634	4,6,4,3,4	10,4,3,3,9	2,1,9	2,1,0	-2	-1
635	13,8,11,20,10	3,4,1,4,1	8,4,2	4,1,3	-2	-1
636	0,0,1,1,3	15,7,12,7,7	0,0,3	2,10,4	-2	-1
637	35,40,55,39,57	22,24,23,31,12	34,12,11	11,6,12	-2	-1
638	321,257,356,295,215	7,18,18,11,15	146,133,122	6,0,2	-2	-1
640	176,153,245,155,143	1,0,0,0,0	99,132,160	0,0,0	-2	-1
641	0,0,0,0,5	0,0,0,0,0	2,0,2	0,1,0	-2	-1
648	56,49,53,46,53	0,0,0,0,0	35,30,50	0,3,0	-2	-1
650	0,0,0,0,0	0,4,0,0,0	0,0,1	0,2,0	-2	-1
651	0,0,4,0,0	0,4,0,0,0	0,0,0	0,2,0	-2	-1
652	0,0,4,0,0	0,0,0,0,0	0,0,0	0,0,1	-2	-1
653	5,1,6,7,4	0,0,0,0,3	1,2,0	0,0,0	-2	-1
654	9,7,0,3,0	12,23,12,6,14	3,0,2	9,7,10	-2	-1
656	0,3,0,2,0	8,21,10,12,3	0,1,0	17,7,15	-2	-1
657	1,0,6,1,0	49,47,53,50,27	4,0,3	24,26,27	-2	-1
658	61,52,59,45,40	0,2,0,0,0	50,31,25	0,0,0	-2	-1
661	1,0,1,3,1	2,2,3,3,8	5,2,3	1,1,4	-2	-1
662	0,0,1,1,1	1,0,6,0,1	2,0,0	1,1,1	-2	-1
664	14,22,39,25,14	0,0,0,1,0	6,26,25	0,0,0	-2	-1
665	5,13,4,6,2	0,0,0,0,0	17,19,11	0,2,5	-2	-1
666	3,5,6,2,4	59,39,58,41,66	0,4,1	36,33,46	-2	-1
668	7,2,8,3,1	19,11,35,12,11	3,1,0	6,2,0	-2	-1
671	1,0,0,0,2	0,0,0,0,1	0,0,0	0,1,0	-2	-1
674	0,0,0,0,0	6,1,4,5,1	0,1,0	0,2,3	-2	-1
675	0,0,0,0,0	5,14,5,6,6	0,1,0	0,7,4	-2	-1
676	6,1,4,5,1	5,14,5,6,6	0,2,3	0,7,4	-2	-1
679	4,1,2,0,0	1,0,0,1,0	1,0,0	0,0,0	-2	-1
682	0,0,0,0,1	0,0,0,1,0	0,0,3	0,0,0	-2	-1
684	57,49,44,52,55	6,1,1,6,5	24,24,16	9,5,1	-2	-1
689	0,0,1,1,0	29,8,30,4,8	0,0,1	8,2,8	-2	-1
690	11,17,10,11,9	0,0,2,1,0	6,8,6	0,0,0	-2	-1
692	173,152,181,170,155	3,5,5,4,4	122,179,155	0,13,4	-2	-1
693	198,127,179,174,151	6,2,4,9,5	272,305,272	11,21,4	-2	-1
696	0,0,0,0,0	13,13,7,8,9	0,1,2	2,2,3	-2	-1
697	0,2,1,2,1	0,1,0,0,0	0,0,1	0,0,0	-2	-1
704	0,0,6,0,0	9,4,19,7,13	0,0,0	7,4,2	-2	-1
708	2,1,5,3,1	12,12,16,12,1	1,1,1	2,3,8	-2	-1
709	17,18,28,25,13	0,0,0,2,0	8,17,18	0,0,0	-2	-1
712	10,10,26,23,19	85,68,108,82,67	22,11,5	45,45,34	-2	-1
713	1,0,9,0,0	46,36,86,50,33	0,1,1	29,139,154	-2	-1
714	5,0,5,4,1	1,0,0,0,0	6,3,0	0,1,0	-2	-1
716	26,20,32,31,17	0,0,0,0,0	30,72,79	3,0,0	-2	-1
717	0,0,1,0,0	27,23,22,20,23	0,0,0	12,24,24	-2	-1
719	0,2,0,0,0	143,189,211,157,127	0,0,0	138,170,190	-2	-1
720	11,3,4,8,5	2,0,6,0,1	2,0,0	0,0,2	-2	-1
722	2,0,0,0,0	8,7,15,8,3	0,0,1	10,16,12	-2	-1
723	0,1,3,0,2	96,49,75,48,63	0,0,1	35,50,43	-2	-1
725	25,20,47,23,22	19,28,23,18,15	13,10,15	14,14,12	-2	-1
726	26,22,56,29,27	7,7,7,10,2	14,13,16	1,1,2	-2	-1
727	20,30,32,24,20	7,7,7,10,2	15,17,13	1,1,2	-2	-1
728	2,11,3,1,7	8,11,21,6,4	3,7,3	12,19,10	-2	-1
