ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
579	3,0,0	5,12,9	2,4,0	0,7,7	22	-1
585	212,221,220	35,27,41	134,213,176	14,26,27	29	-1
586	7,31,13	0,0,0	15,35,24	2,0,0	65	-1
588	9,19,4	0,0,1	10,10,10	0,0,0	567	-1
590	0,1,0	4,6,8	1,0,0	9,0,11	17	-1
597	33924,28762,39526	84,67,84	21807,17771,15835	30,32,31	78	-1
598	68832,55471,78089	16,7,14	43559,34201,31844	9,8,5	78	-1
599	76761,68667,90212	4,3,1	51915,41277,36854	0,1,0	69	-1
600	79677,77688,94968	2,1,2	59749,44060,39401	1,1,0	62	-1
601	41483,41799,49344	7,5,5	31979,21796,19634	5,2,5	75	-1
602	80491,79223,96098	0,0,0	59042,46735,41782	0,2,0	75	-1
603	9,11,8	0,0,0	10,5,10	0,2,0	75	-1
604	6,6,5	39480,37957,47320	6,3,5	27332,25225,22399	75	-1
605	85326,81632,101101	1,0,4	65732,46370,42148	1,6,5	117	-1
607	28282,28260,33711	17,32,30	20082,17038,15150	22,24,15	125	-1
608	54765,56875,70490	1,0,1	43490,45376,40114	0,0,0	125	-1
609	36,67,51	1,0,1	29,52,48	0,0,0	125	-1
610	19,36,21	26488,28619,36781	7,28,33	23410,28342,24965	125	-1
612	79,193,85	0,0,0	169,158,168	0,0,1	92	-1
613	31,114,25	0,2,0	78,155,152	0,1,0	67	-1
615	15,31,32	0,0,0	15,22,11	1,0,0	157	-1
616	31,22,18	1,0,0	12,22,8	0,0,0	64	-1
617	13,27,15	0,0,3	6,22,12	0,0,0	456	-1
618	9,12,8	0,0,3	4,7,7	0,0,0	65	-1
619	2,3,1	3,13,7	4,2,0	5,15,12	183	-1
620	206,215,211	4,0,1	167,155,199	1,2,2	86	-1
621	176,178,177	0,0,0	127,103,149	3,0,0	68	-1
623	12,19,9	0,0,1	11,17,17	0,0,0	76	-1
626	11,20,12	0,0,0	13,17,12	1,0,0	175	-1
630	93,155,71	0,2,1	71,46,67	2,0,0	94	-1
631	218,229,141	2,0,0	143,133,143	0,0,0	169	-1
632	3,3,3	17,15,22	0,2,1	14,22,22	58	-1
633	4,10,4	0,0,0	8,6,2	1,0,0	110	-1
634	49,195,70	0,1,1	96,247,321	2,4,7	146	-1
635	115,337,119	0,0,3	179,281,321	1,2,1	149	-1
636	142,356,129	0,0,0	216,289,301	1,0,2	167	-1
642	369,407,426	3,0,1	333,292,260	3,1,0	181	-1
647	2,0,2	8,8,6	0,0,2	1,2,3	132	-1
649	13,27,10	0,2,0	9,12,14	0,1,0	71	-1
659	389,394,324	2,0,0	350,286,272	0,0,0	89	-1
660	319,374,332	0,0,0	312,261,222	1,0,0	58	-1
661	372,341,347	2,0,1	319,336,329	0,0,0	52	-1
662	0,1,0	127,193,148	0,1,0	168,177,160	79	-1
663	80,113,55	0,0,0	71,50,51	0,0,1	88	-1
664	81,123,67	0,0,1	67,89,64	0,0,1	143	-1
665	112,137,105	2,0,0	83,86,82	0,0,0	176	-1
668	3,8,7	0,0,0	16,3,7	6,1,2	17	-1
669	6,17,16	0,0,0	19,11,15	2,1,0	17	-1
